itemA,itemB,freqAB,supportAB,freqA,supportA,freqB,supportB,confidenceAtoB,confidenceBtoA,lift
Organic Tomato Cluster,Jalapeno Peppers,1028,0.034553913,64117,2.155149088,42466,1.427399304,0.016033189,0.024207601,0.011232449
Organic Baby Arugula,Extra Virgin Olive Oil,1366,0.045915025,72564,2.439076039,49865,1.676100087,0.018824762,0.027393964,0.011231287
Carrots,Organic Hothouse Cucumbers,653,0.02194913,72583,2.439714681,23834,0.801126431,0.008996597,0.027397835,0.011229934
Kale Greens,Large Lemon,694,0.023327253,12088,0.406310997,152102,5.11256744,0.05741231,0.004562728,0.011229644
Bag of Organic Bananas,Chocolate Sea Salt,614,0.020638232,376021,12.63910219,4326,0.145408783,0.001632888,0.141932501,0.011229635
Cucumber Kirby,Organic Baby Kale,670,0.022520547,97039,3.261748247,18292,0.614844536,0.00690444,0.036628034,0.011229571
Organic Broccoli,Organic Blueberries,1444,0.04853682,38540,1.295435623,99269,3.336704693,0.037467566,0.014546334,0.011228913
Bag of Organic Bananas,Organic Peeled & Cooked Beets,780,0.02621795,376021,12.63910219,5496,0.184735708,0.002074352,0.141921397,0.011228756
Original Hummus,Organic Bread with 21 Whole Grains,616,0.020705458,71153,2.39164844,22938,0.771009401,0.0086574,0.026855,0.011228657
Banana,Multigrain Pita Chips,936,0.03146154,469627,15.78545784,5281,0.177508965,0.001993071,0.177239159,0.011228002
Organic Original Almond Milk,Organic Baby Spinach,901,0.030285093,9927,0.333673831,240508,8.084136762,0.090762567,0.003746237,0.011227243
Organic Fat Free Milk,Honeycrisp Apple,794,0.026688528,26451,0.889091014,79545,2.67372669,0.030017769,0.009981771,0.01122694
Organic Extra Firm Tofu,Organic Grape Tomatoes,922,0.030990961,29051,0.97648418,84107,2.827068084,0.03173729,0.010962227,0.01122622
Organic Garbanzo Beans,Organic Small Bunch Celery,769,0.025848209,29989,1.008012945,67956,2.284188459,0.025642736,0.011316146,0.011226191
Organic Navel Orange,Fresh Cauliflower,1149,0.038621057,42633,1.433012634,71428,2.400891948,0.026950953,0.016086129,0.011225392
Organic Large Extra Fancy Fuji Apple,Shredded Parmesan,1026,0.034486688,74933,2.518704658,36289,1.219773309,0.013692232,0.02827303,0.011225227
Organic Bartlett Pear,Carrots,1030,0.034621139,37613,1.264276598,72583,2.439714681,0.027384149,0.014190651,0.011224324
Organic Small Bunch Celery,Feta Cheese Crumbles,828,0.027831362,67956,2.284188459,32297,1.085591186,0.012184355,0.025637056,0.011223704
Large Lemon,Boneless Skinless Chicken Breasts,2864,0.096266934,152102,5.11256744,49914,1.677747112,0.01882947,0.057378691,0.011223068
Banana,Butternut Squash Ravioli,791,0.02658769,469627,15.78545784,4465,0.150080956,0.001684315,0.177155655,0.011222713
Banana,Orange Juice,2961,0.099527371,469627,15.78545784,16719,0.56197167,0.006305004,0.177103894,0.011219433
Organic D'Anjou Pears,Organic Tomato Cluster,1181,0.039696665,48847,1.641882301,64117,2.155149088,0.024177534,0.018419452,0.011218497
Organic Unsweetened Vanilla Almond Milk,Organic Zucchini,624,0.02097436,15825,0.531921866,104569,3.514852301,0.03943128,0.005967352,0.011218474
Organic Raspberries,Potato Yukon Gold Organic,653,0.02194913,136554,4.589956307,12682,0.426276974,0.004781991,0.051490301,0.011218037
Grape White/Green Seedless,Original Hummus,1043,0.035058105,38876,1.306729509,71153,2.39164844,0.026828892,0.014658553,0.011217741
Organic Roasted Turkey Breast,Organic Strawberries,2812,0.09451907,28329,0.95221577,263285,8.84973451,0.09926224,0.010680441,0.011216409
Organic Hass Avocado,Dairy Free Unsweetened Coconut Milk,644,0.021646615,212674,7.148559307,8032,0.269977658,0.003028109,0.080179283,0.011216146
Bag of Organic Bananas,Grape White/Green Seedless,5511,0.185239899,376021,12.63910219,38876,1.306729509,0.014656096,0.141758411,0.011215861
Limes,Broccoli Crown,2217,0.07451948,140161,4.711197518,41959,1.410357636,0.015817524,0.052837294,0.011215258
Organic Whole Milk,Organic Peeled Whole Baby Carrots,2849,0.095762742,136731,4.595905765,55273,1.857877872,0.020836533,0.051544154,0.011215233
Organic Red Onion,Organic Navel Orange,1075,0.036133713,66891,2.248390873,42633,1.433012634,0.016070921,0.025215209,0.01121478
Organic Kiwi,Organic Italian Parsley Bunch,1141,0.038352155,50063,1.682755412,60462,2.032294464,0.022791283,0.018871357,0.011214557
Banana,Original Multigrain Spoonfuls Cereal,974,0.032738825,469627,15.78545784,5502,0.184937384,0.002073986,0.177026536,0.011214533
Organic Avocado,Organic Italian Salad,687,0.023091963,176176,5.921760932,10345,0.347723963,0.00389951,0.066408893,0.011214383
Bag of Organic Bananas,Organic Extra Virgin Olive Oil,1804,0.060637412,376021,12.63910219,12728,0.427823161,0.004797604,0.141734758,0.011213989
Organic Baby Arugula,Organic Coconut Milk,743,0.024974278,72564,2.439076039,27165,0.913090522,0.010239237,0.027351371,0.011213825
Strawberries,Hass Avocados,2624,0.088199872,141660,4.76158304,49154,1.652201417,0.018523225,0.053383244,0.011211239
Organic Whole Milk,No Salt Added Black Beans,1437,0.048301531,136731,4.595905765,27889,0.937426157,0.010509687,0.051525691,0.011211216
Organic Broccoli Florets,Organic Red Bell Pepper,708,0.023797831,32724,1.099943833,57415,1.929876396,0.021635497,0.012331272,0.01121082
Organic Strawberries,Organic Baby Bella Mushrooms,705,0.023696993,263285,8.84973451,7106,0.238852245,0.002677707,0.099211934,0.011210724
Organic Lemon,Organic Large Extra Fancy Fuji Apple,2469,0.082989895,87441,2.939133013,74933,2.518704658,0.028236182,0.032949435,0.011210597
Organic Grade A Free Range Large Brown Eggs,Organic Garlic,1646,0.055326597,39900,1.341148971,109493,3.680361512,0.041253133,0.015032924,0.011208989
Bag of Organic Bananas,Dark with 70% Cacao Content Organic Chocolate Bar,734,0.024671763,376021,12.63910219,5181,0.17414769,0.001952019,0.141671492,0.011208984
Organic Granny Smith Apple,Organic Baby Broccoli,699,0.023495317,58565,1.968531065,31679,1.064818503,0.011935456,0.02206509,0.011208911
Banana,Apple Cinnamon Instant Oatmeal,991,0.033310241,469627,15.78545784,5601,0.188265047,0.002110185,0.176932691,0.011208588
Organic Whole Milk,Kids Organic Chocolate Chip ZBars,606,0.02036933,136731,4.595905765,11765,0.395454076,0.00443206,0.051508712,0.011207521
Organic Raspberries,Super Greens Salad,784,0.026352401,136554,4.589956307,15241,0.512292017,0.005741318,0.051440194,0.011207121
Yellow Onions,Shredded Parmesan,998,0.033545531,73026,2.454605132,36289,1.219773309,0.013666365,0.027501447,0.011204021
Bag of Organic Bananas,Panda Puffs Peanut Butter Cereal,670,0.022520547,376021,12.63910219,4732,0.159055562,0.001781815,0.14158918,0.011202471
Organic Raspberries,Organic Blue Corn Tortilla Chips,668,0.022453321,136554,4.589956307,12992,0.436696928,0.004891838,0.051416256,0.011201905
Banana,Honey Wheat Bread,1027,0.034520301,469627,15.78545784,5809,0.195256501,0.002186842,0.176794629,0.011199842
Organic Avocado,Smoked Turkey Breast Slices,645,0.021680228,176176,5.921760932,9726,0.326917667,0.003661112,0.066317088,0.01119888
Organic Hothouse Cucumbers,Organic Baby Arugula,651,0.021881904,23834,0.801126431,72564,2.439076039,0.027313921,0.008971391,0.011198471
Grape White/Green Seedless,Grated Parmesan,660,0.022184419,38876,1.306729509,45106,1.51613698,0.016977055,0.0146322,0.011197573
Honeycrisp Apple,Red Vine Tomato,1625,0.054620729,79545,2.67372669,54280,1.824500405,0.020428688,0.029937362,0.011196867
Organic D'Anjou Pears,Organic Yellow Onion,2079,0.06988092,48847,1.641882301,113095,3.80143466,0.042561467,0.018382776,0.011196159
Limes,Mild Salsa,772,0.025949048,140161,4.711197518,14636,0.491956299,0.005507952,0.052746652,0.011196018
Organic Strawberries,Freshly Squeezed Orange Juice,612,0.020571007,263285,8.84973451,6177,0.207625995,0.002324477,0.099077222,0.011195502
Organic Unsweetened Almond Milk,Organic Cilantro,1501,0.050452747,57502,1.932800706,69367,2.331616058,0.02610344,0.021638531,0.011195428
Organic Bartlett Pear,Fresh Cauliflower,1011,0.033982496,37613,1.264276598,71428,2.400891948,0.026879005,0.014154113,0.011195425
Limes,Organic Zucchini,5515,0.18537435,140161,4.711197518,104569,3.514852301,0.039347607,0.052740296,0.011194669
Frozen Organic Wild Blueberries,Organic Garlic,1230,0.04134369,29858,1.003609674,109493,3.680361512,0.04119499,0.011233595,0.011193191
Sparkling Water Grapefruit,100% Recycled Paper Towels,785,0.026386014,75378,2.533662335,27686,0.930602767,0.010414179,0.028353681,0.011190789
Seedless Red Grapes,Gala Apples,740,0.02487344,82267,2.765220612,23914,0.803815451,0.008995101,0.030944217,0.011190506
Bag of Organic Bananas,Organic Cut Green Beans,1008,0.033881658,376021,12.63910219,7127,0.239558113,0.002680701,0.141433983,0.011190192
Organic Grade A Free Range Large Brown Eggs,Organic Baby Arugula,1089,0.036604291,39900,1.341148971,72564,2.439076039,0.027293233,0.015007442,0.011189989
Yellow Onions,Organic Lacinato (Dinosaur) Kale,1180,0.039663052,73026,2.454605132,42969,1.44430652,0.016158628,0.027461658,0.011187811
Organic Baby Arugula,Fresh Cauliflower,1949,0.065511262,72564,2.439076039,71428,2.400891948,0.026859049,0.027286218,0.011187113
Organic Cucumber,Organic Unsalted Butter,645,0.021680228,80247,2.697322845,21378,0.718573502,0.008037684,0.030171204,0.011185611
Organic Strawberries,Broccoli & Apple Stage 2 Baby Food,676,0.022722223,263285,8.84973451,6829,0.229541512,0.00256756,0.098989603,0.011185601
Seedless Red Grapes,Blueberries,1721,0.057847553,82267,2.765220612,55646,1.87041543,0.020919688,0.03092765,0.011184514
Organic Hass Avocado,Organic Honey Sweet Whole Wheat Bread,933,0.031360702,212674,7.148559307,11670,0.392260865,0.004386996,0.079948586,0.011183874
Organic Sticks Low Moisture Part Skim Mozzarella String Cheese,Organic Strawberries,3376,0.113476665,34110,1.146531113,263285,8.84973451,0.098973908,0.012822607,0.011183828
Organic Whole Grassmilk Milk,Bag of Organic Bananas,2160,0.072603553,15281,0.513636527,376021,12.63910219,0.141352006,0.00574436,0.011183706
Organic Garlic,Organic Yellow Peaches,875,0.029411162,109493,3.680361512,21259,0.714573584,0.007991378,0.041159039,0.011183423
Organic Strawberries,Grated Parmesan,4464,0.150047344,263285,8.84973451,45106,1.51613698,0.016955011,0.098966878,0.011183034
Bag of Organic Bananas,Organic Ginger Root,7337,0.246616792,376021,12.63910219,51911,1.744871786,0.019512208,0.141338059,0.011182603
Carrots,Shredded Mozzarella,599,0.020134041,72583,2.439714681,21957,0.738035287,0.008252621,0.027280594,0.011181879
Banana,Penne Rigate #41 Pasta,1191,0.040032793,469627,15.78545784,6748,0.226818879,0.002536055,0.17649674,0.011180971
Yellow Onions,Shredded Mild Cheddar Cheese,733,0.02463815,73026,2.454605132,26710,0.897796717,0.010037521,0.027442905,0.011180171
Banana,Vanilla 0% Milkfat Yogurt,810,0.027226333,469627,15.78545784,4590,0.154282551,0.001724773,0.176470588,0.011179314
Organic Hass Avocado,YoBaby Peach Pear Yogurt,689,0.023159189,212674,7.148559307,8622,0.289809184,0.0032397,0.079911853,0.011178735
Banana,Icelandic Style Skyr Blueberry Non-fat Yogurt,3394,0.114081694,469627,15.78545784,19235,0.646541365,0.007227012,0.176449181,0.011177958
Limes,English Seedless Cucumber,685,0.023024738,140161,4.711197518,13008,0.437234732,0.004887237,0.052659902,0.011177604
Fresh Cauliflower,Organic Navel Orange,1144,0.038452993,71428,2.400891948,42633,1.433012634,0.016016128,0.026833673,0.011176544
Bag of Organic Bananas,Tommy/Kent/Keitt/Haden Mango,1184,0.039797503,376021,12.63910219,8383,0.281775735,0.00314876,0.14123822,0.011174704
Banana,Original No Pulp 100% Florida Orange Juice,3394,0.114081694,469627,15.78545784,19241,0.646743042,0.007227012,0.176394158,0.011174472
Banana,Macaroni & Cheese Dinner Original Flavor,1067,0.035864811,469627,15.78545784,6049,0.203323562,0.002272016,0.176392792,0.011174386
Organic Yellow Onion,Organic Bosc Pear,909,0.030553995,113095,3.80143466,21399,0.719279369,0.008037491,0.04247862,0.011174366
Limes,Extra Virgin Olive Oil,2625,0.088233485,140161,4.711197518,49865,1.676100087,0.018728462,0.052642134,0.011173833
Bag of Organic Bananas,Gogo Squeez Organic Apple Strawberry Applesauce on the Go,777,0.026117112,376021,12.63910219,5504,0.18500461,0.002066374,0.141170058,0.011169311
Large Lemon,White Onion,919,0.030890123,152102,5.11256744,16094,0.540963698,0.006041998,0.057102026,0.011168953
Organic Yellow Onion,Bunched Cilantro,1928,0.064805394,113095,3.80143466,45411,1.526388871,0.017047615,0.042456673,0.011168592
Brussels Sprouts,Carrots,603,0.020268492,22134,0.743984745,72583,2.439714681,0.027243155,0.00830773,0.011166533
Banana,Frosted Mini-Wheats Original Cereal,976,0.03280605,469627,15.78545784,5537,0.186113831,0.002078245,0.176268738,0.011166527
Total Greek Strained Yogurt,Carrots,717,0.024100346,26319,0.88465413,72583,2.439714681,0.027242676,0.009878346,0.011166337
Organic Strawberries,Organic Whole Strawberries,3103,0.104300382,263285,8.84973451,31401,1.055474157,0.011785708,0.098818509,0.011166268
Banana,Slices Cheddar Cheese,603,0.020268492,469627,15.78545784,3421,0.114989239,0.001283998,0.17626425,0.011166242
YoBaby Peach Pear Yogurt,Organic Strawberries,852,0.028638068,8622,0.289809184,263285,8.84973451,0.09881698,0.003236037,0.011166095
Banana,Total 0% Nonfat Greek Yogurt,4714,0.158450533,469627,15.78545784,26745,0.898973164,0.010037753,0.176257244,0.011165799
Fresh Ginger Root,Fresh Cauliflower,645,0.021680228,24061,0.808756526,71428,2.400891948,0.026806866,0.009030072,0.011165378
Organic Half & Half,Organic Whole String Cheese,1682,0.056536656,75224,2.528485971,59587,2.002883302,0.022359885,0.028227634,0.011163848
Organic Lemon,Organic Shredded Carrots,662,0.022251645,87441,2.939133013,20177,0.678204581,0.007570819,0.032809635,0.011163032
Organic Strawberries,Grilled Chicken Breast Strips,657,0.022083581,263285,8.84973451,6651,0.223558441,0.002495395,0.098782138,0.011162158
Organic Bartlett Pear,Organic Peeled Whole Baby Carrots,780,0.02621795,37613,1.264276598,55273,1.857877872,0.020737511,0.014111772,0.011161934
2% Reduced Fat Organic Milk,Strawberries,862,0.028974196,16219,0.545165292,141660,4.76158304,0.053147543,0.006084992,0.011161738
Sparkling Water Grapefruit,Organic Peeled Whole Baby Carrots,1563,0.052536738,75378,2.533662335,55273,1.857877872,0.020735493,0.028277821,0.011160848
Plain Whole Milk Yogurt,Organic Strawberries,722,0.02426841,7310,0.245709248,263285,8.84973451,0.09876881,0.002742275,0.011160652
Unsweetened Almondmilk,Organic Zucchini,1933,0.064973458,49276,1.656302173,104569,3.514852301,0.039228022,0.018485402,0.011160646
Large Alfresco Eggs,Unsweetened Almondmilk,742,0.024940665,40140,1.349216033,49276,1.656302173,0.018485301,0.01505804,0.011160585
Bag of Organic Bananas,Organic YoBaby Vanilla Yogurt,697,0.023428091,376021,12.63910219,4942,0.166114241,0.00185362,0.141036018,0.011158705
Organic Unsweetened Almond Milk,Organic Baby Arugula,1565,0.052603963,57502,1.932800706,72564,2.439076039,0.027216445,0.021567168,0.011158506
Banana,Red Plum,857,0.028806132,469627,15.78545784,4866,0.163559672,0.001824852,0.176120016,0.011157105
Organic Grape Tomatoes,Organic Green Cabbage,672,0.022587772,84107,2.827068084,21306,0.716153383,0.007989822,0.031540411,0.01115658
Organic Lacinato (Dinosaur) Kale,Unsweetened Almondmilk,794,0.026688528,42969,1.44430652,49276,1.656302173,0.018478438,0.016113321,0.011156441
Half & Half,Unsalted Butter,915,0.030755672,68780,2.31188537,35476,1.192446138,0.013303286,0.025792085,0.011156299
Organic Sour Cream,Organic Tomato Cluster,640,0.021512164,26621,0.894805182,64117,2.155149088,0.024041171,0.009981752,0.011155224
Organic Gala Apples,Whipped Cream Cheese,848,0.028503617,72675,2.442807055,31120,1.046028972,0.011668387,0.027249357,0.011154936
Organic Whole Milk,Lightly Salted Baked Snap Pea Crisps,1276,0.042889877,136731,4.595905765,24890,0.836621501,0.009332192,0.051265569,0.011154617
Organic Reduced Fat 2% Milk,Red Peppers,984,0.033074952,47548,1.598219331,55200,1.855424141,0.020694877,0.017826087,0.011153718
Bag of Organic Bananas,Organic Strawana Probugs Kefir,889,0.02988174,376021,12.63910219,6307,0.211995653,0.00236423,0.140954495,0.011152255
Organic Red Bell Pepper,Shredded Parmesan,781,0.026251563,57415,1.929876396,36289,1.219773309,0.013602717,0.021521673,0.01115184
Organic Granny Smith Apple,Feta Cheese Crumbles,709,0.023831444,58565,1.968531065,32297,1.085591186,0.012106207,0.021952503,0.011151718
Organic Hass Avocado,Organic Sticks Low Moisture Part Skim Mozzarella String Cheese,2719,0.091393084,212674,7.148559307,34110,1.146531113,0.012784826,0.079712694,0.011150875
Organic Strawberries,Cheerios Cereal,770,0.025881822,263285,8.84973451,7803,0.262280336,0.002924587,0.098679995,0.011150616
Strawberries,Large Yellow Flesh Nectarine,810,0.027226333,141660,4.76158304,15258,0.512863434,0.005717916,0.053086905,0.011149003
Yellow Onions,Organic Extra Firm Tofu,795,0.026722141,73026,2.454605132,29051,0.97648418,0.010886534,0.027365667,0.011148704
Red Vine Tomato,Organic Garbanzo Beans,610,0.020503781,54280,1.824500405,29989,1.008012945,0.011238025,0.020340792,0.011148691
Organic Bosc Pear,Organic Garlic,878,0.029512,21399,0.719279369,109493,3.680361512,0.041029955,0.008018777,0.011148349
Bag of Organic Bananas,Organic Green Cabbage,3002,0.100905494,376021,12.63910219,21306,0.716153383,0.007983597,0.140899277,0.011147887
Organic Strawberries,Organic Golden Delicious Apple,976,0.03280605,263285,8.84973451,9895,0.332598222,0.00370701,0.098635675,0.011145608
Organic Grape Tomatoes,Organic Diced Tomatoes,689,0.023159189,84107,2.827068084,21868,0.735043752,0.008191946,0.031507225,0.011144841
Bag of Organic Bananas,Soft Pretzel Mini Buns,843,0.028335553,376021,12.63910219,5985,0.201172346,0.002241896,0.14085213,0.011144156
Organic Yellow Onion,Organic Yams,854,0.028705294,113095,3.80143466,20161,0.677666777,0.007551174,0.04235901,0.011142901
Bag of Organic Bananas,Organic Rainbow Carrots,2064,0.069376729,376021,12.63910219,14657,0.492662167,0.005489055,0.140820086,0.011141621
Organic Granny Smith Apple,Green Bell Pepper,1215,0.040839499,58565,1.968531065,55400,1.862146692,0.020746179,0.021931408,0.011141002
Organic Baby Spinach,Original Rotisserie Chicken,657,0.022083581,240508,8.084136762,7295,0.245205056,0.002731718,0.090061686,0.011140545
Organic Hass Avocado,Organic Blueberry Waffles,652,0.021915517,212674,7.148559307,8187,0.275187635,0.003065725,0.079638451,0.01114049
Organic Grade A Free Range Large Brown Eggs,Extra Virgin Olive Oil,745,0.025041503,39900,1.341148971,49865,1.676100087,0.018671679,0.014940339,0.011139955
Organic Baby Carrots,Ground Turkey Breast,764,0.025680146,76572,2.573795966,26649,0.895746339,0.009977537,0.028668993,0.011138798
Organic Whole Milk,Watermelon Chunks,1243,0.041780656,136731,4.595905765,24281,0.816151333,0.009090843,0.05119229,0.011138673
Banana,Cauliflower,1072,0.036032875,469627,15.78545784,6098,0.204970587,0.002282663,0.175795343,0.011136537
Organic Grape Tomatoes,Organic Russet Potato,1021,0.034318624,84107,2.827068084,32431,1.090095296,0.012139299,0.031482224,0.011135998
Organic Bread with 21 Whole Grains,Organic Yellow Onion,971,0.032637986,22938,0.771009401,113095,3.80143466,0.042331502,0.008585702,0.011135665
Organic White Onions,Organic Grape Tomatoes,742,0.024940665,23571,0.792286276,84107,2.827068084,0.03147936,0.008822096,0.011134985
Organic Hass Avocado,Organic Romaine,1876,0.063057531,212674,7.148559307,23570,0.792252663,0.008821012,0.079592703,0.01113409
Organic Red Bell Pepper,Michigan Organic Kale,1446,0.048604045,57415,1.929876396,67298,2.262071265,0.025185056,0.021486523,0.011133626
Organic Baby Spinach,Organic Red On the Vine Tomato,1030,0.034621139,240508,8.084136762,11444,0.384664382,0.004282602,0.090003495,0.011133346
Bag of Organic Bananas,Organic Red Onion,9412,0.316363261,376021,12.63910219,66891,2.248390873,0.025030517,0.140706523,0.011132636
Organic Strawberries,Organic Baby Broccoli,3121,0.104905412,263285,8.84973451,31679,1.064818503,0.011854074,0.098519524,0.011132484
Bag of Organic Bananas,Lightly Salted Baked Snap Pea Crisps,3502,0.117711872,376021,12.63910219,24890,0.836621501,0.00931331,0.140699076,0.011132047
Organic Whole String Cheese,Organic Small Bunch Celery,1515,0.050923326,59587,2.002883302,67956,2.284188459,0.025425009,0.022293837,0.011130872
Organic Grape Tomatoes,Red Peppers,1737,0.058385357,84107,2.827068084,55200,1.855424141,0.020652264,0.031467391,0.011130751
Large Lemon,Shredded Parmesan,2065,0.069410342,152102,5.11256744,36289,1.219773309,0.013576416,0.056904296,0.011130278
Organic Romaine,Organic Zucchini,922,0.030990961,23570,0.792252663,104569,3.514852301,0.039117522,0.008817145,0.011129208
Organic Shredded Mild Cheddar,Organic Hass Avocado,662,0.022251645,8321,0.279691744,212674,7.148559307,0.079557745,0.003112745,0.0111292
Banana,Yotoddler Organic Pear Spinach Mango Yogurt,1075,0.036133713,469627,15.78545784,6120,0.205710068,0.002289051,0.175653595,0.011127558
Organic Yellow Onion,White Corn,797,0.026789367,113095,3.80143466,18842,0.633331552,0.007047173,0.042299119,0.011127146
European Cucumber,Large Lemon,1045,0.03512533,18373,0.617567169,152102,5.11256744,0.056876939,0.00687039,0.011124927
Banana,Organic Blackberries,10801,0.363051379,469627,15.78545784,61505,2.067352569,0.022999104,0.175611739,0.011124906
Organic Grade A Free Range Large Brown Eggs,Organic Large Extra Fancy Fuji Apple,1118,0.037579061,39900,1.341148971,74933,2.518704658,0.02802005,0.014919995,0.011124786
Organic Kiwi,Green Bell Pepper,1037,0.034856428,50063,1.682755412,55400,1.862146692,0.0207139,0.018718412,0.011123667
Organic Raspberries,Organic Jalapeno Pepper,1032,0.034688364,136554,4.589956307,20213,0.679414641,0.00755745,0.051056251,0.011123472
Honeycrisp Apple,Strawberries,4213,0.141610542,79545,2.67372669,141660,4.76158304,0.052963731,0.029740223,0.011123135
Organic Unsweetened Almond Milk,Organic Baby Broccoli,681,0.022890287,57502,1.932800706,31679,1.064818503,0.011843066,0.021496891,0.011122146
Banana,Mild Chunky Salsa,625,0.021007973,469627,15.78545784,3560,0.119661412,0.001330843,0.175561798,0.011121743
Organic Avocado,Organic Frozen Mango Chunks,696,0.023394478,176176,5.921760932,10568,0.355219607,0.003950595,0.065859198,0.011121556
Organic Whole Milk,Organic Bunny Fruit Snacks Berry Patch,682,0.0229239,136731,4.595905765,13343,0.448495006,0.004987896,0.051112943,0.011121408
Organic Large Brown Grade AA Cage Free Eggs,Green Bell Pepper,661,0.022218032,31919,1.072885564,55400,1.862146692,0.020708669,0.011931408,0.011120858
Organic Strawberries,Walnut Halves & Pieces,1026,0.034486688,263285,8.84973451,10426,0.350446596,0.003896918,0.098407827,0.011119862
Organic Basil,Organic Lemon,869,0.029209485,26590,0.893763187,87441,2.939133013,0.032681459,0.00993813,0.011119422
Organic Baby Arugula,Organic Small Bunch Celery,1843,0.06194831,72564,2.439076039,67956,2.284188459,0.025398269,0.02712049,0.011119165
Organic Strawberries,Organic Whole Milk Strawberry Beet Berry Yogurt Pouch,617,0.020739071,263285,8.84973451,6271,0.210785594,0.002343468,0.098389412,0.011117781
Organic Yellow Onion,Michigan Organic Kale,2844,0.095594679,113095,3.80143466,67298,2.262071265,0.025147,0.0422598,0.011116803
Asparagus,Green Bell Pepper,1387,0.046620893,67002,2.252121889,55400,1.862146692,0.020700875,0.025036101,0.011116672
Banana,Total 0% with Honey Nonfat Greek Strained Yogurt,1966,0.066082679,469627,15.78545784,11204,0.37659732,0.004186301,0.175473045,0.01111612
Cucumber Kirby,Organic Ginger Root,1882,0.063259207,97039,3.261748247,51911,1.744871786,0.019394264,0.036254358,0.011115008
Organic Shredded Mozzarella,Organic Zucchini,719,0.024167572,18404,0.618609165,104569,3.514852301,0.039067594,0.006875843,0.011115003
Organic Hass Avocado,"Juice Beverage, Cold Pressed, Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon",631,0.021209649,212674,7.148559307,7942,0.26695251,0.002966982,0.07945102,0.01111427
Organic Avocado,Roasted Red Pepper Hummus,1118,0.037579061,176176,5.921760932,16987,0.570979889,0.006345927,0.065815035,0.011114099
Honeycrisp Apple,Total 2% Lowfat Greek Strained Yogurt With Blueberry,616,0.020705458,79545,2.67372669,20731,0.696826048,0.007744044,0.029713955,0.011113311
Organic Garlic,Green Beans,1186,0.039864729,109493,3.680361512,28997,0.974669091,0.010831743,0.040900783,0.011113251
Organic Navel Orange,Organic Yellow Onion,1801,0.060536574,42633,1.433012634,113095,3.80143466,0.042244271,0.015924665,0.011112718
Organic Grape Tomatoes,Organic Cilantro,2179,0.073242196,84107,2.827068084,69367,2.331616058,0.025907475,0.031412631,0.011111381
"Organic Milk Reduced Fat, 2% Milkfat",Bag of Organic Bananas,1779,0.059797093,12668,0.425806395,376021,12.63910219,0.140432586,0.004731119,0.011110962
Small Hass Avocado,Original Hummus,1298,0.043629358,48848,1.641915914,71153,2.39164844,0.026572224,0.018242379,0.011110422
Organic Baby Spinach,Brussels Sprouts,1988,0.066822159,240508,8.084136762,22134,0.743984745,0.008265837,0.089816572,0.011110224
Organic Ginger Root,Organic Red Bell Pepper,1113,0.037410998,51911,1.744871786,57415,1.929876396,0.021440542,0.019385178,0.011109801
Organic Gala Apples,Bartlett Pears,958,0.03220102,72675,2.442807055,35301,1.186563906,0.013181975,0.027138041,0.011109368
Yellow Onions,Small Hass Avocado,1332,0.044772191,73026,2.454605132,48848,1.641915914,0.018240079,0.027268261,0.011109021
Organic Zucchini,Organic Spring Mix Salad,834,0.028033039,104569,3.514852301,21360,0.717968472,0.007975595,0.039044944,0.011108559
2% Reduced Fat Milk,100% Whole Wheat Bread,829,0.027864975,36639,1.231537774,60598,2.036865799,0.022626163,0.013680319,0.011108323
Bag of Organic Bananas,Roasted & Salted Almonds,1169,0.039293312,376021,12.63910219,8327,0.279893421,0.003108869,0.140386694,0.011107331
Organic Avocado,Organic Original Hommus,875,0.029411162,176176,5.921760932,13306,0.447251334,0.004966624,0.065759808,0.011104772
Banana,Strawberry Flavored Organic Z Fruit Rope,600,0.020167654,469627,15.78545784,3423,0.115056464,0.00127761,0.175284838,0.011104197
Small Hass Avocado,Broccoli Crown,765,0.025713758,48848,1.641915914,41959,1.410357636,0.015660825,0.018232084,0.011104152
Grated Parmesan,Organic Yellow Onion,1904,0.063998688,45106,1.51613698,113095,3.80143466,0.042211679,0.016835404,0.011104144
Freshly Squeezed Orange Juice,Organic Strawberries,607,0.020402943,6177,0.207625995,263285,8.84973451,0.098267768,0.002305486,0.011104036
Grape White/Green Seedless,Cucumber Kirby,1408,0.047326761,38876,1.306729509,97039,3.261748247,0.036217718,0.01450963,0.011103775
Organic Bell Pepper,Apple Honeycrisp Organic,739,0.024839827,23366,0.785395661,84756,2.848882762,0.031627151,0.008719147,0.011101598
Organic Grape Tomatoes,Organic Navel Orange,1338,0.044973868,84107,2.827068084,42633,1.433012634,0.015908307,0.031384139,0.011101303
Half & Half,Red Raspberries,671,0.022554159,68780,2.31188537,26145,0.87880551,0.009755743,0.025664563,0.01110114
Gala Apples,Seedless Red Grapes,734,0.024671763,23914,0.803815451,82267,2.765220612,0.030693318,0.008922168,0.011099772
Orange Bell Pepper,Fresh Cauliflower,1043,0.035058105,39143,1.315704115,71428,2.400891948,0.026645888,0.014602117,0.011098329
Organic Unsweetened Almond Milk,Organic Grape Tomatoes,1804,0.060637412,57502,1.932800706,84107,2.827068084,0.031372822,0.021448869,0.0110973
